,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
250,1422,1422,hamburg_000000_077642_leftImg8bit.png,hamburg_000000_077642_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_077642_leftImg8bit_foggy_beta_0.02.png
251,1423,1423,hamburg_000000_092850_leftImg8bit.png,hamburg_000000_092850_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_092850_leftImg8bit_foggy_beta_0.02.png
252,1425,1425,hanover_000000_037039_leftImg8bit.png,hanover_000000_037039_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_037039_leftImg8bit_foggy_beta_0.02.png
253,1430,1430,stuttgart_000045_000019_leftImg8bit.png,stuttgart_000045_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000045_000019_leftImg8bit_foggy_beta_0.02.png
254,1432,1432,hanover_000000_030546_leftImg8bit.png,hanover_000000_030546_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_030546_leftImg8bit_foggy_beta_0.02.png
255,1435,1435,stuttgart_000137_000019_leftImg8bit.png,stuttgart_000137_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000137_000019_leftImg8bit_foggy_beta_0.02.png
256,1439,1439,aachen_000073_000019_leftImg8bit.png,aachen_000073_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000073_000019_leftImg8bit_foggy_beta_0.02.png
257,1459,1459,erfurt_000090_000019_leftImg8bit.png,erfurt_000090_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000090_000019_leftImg8bit_foggy_beta_0.02.png
258,1460,1460,bremen_000240_000019_leftImg8bit.png,bremen_000240_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000240_000019_leftImg8bit_foggy_beta_0.02.png
259,1461,1461,jena_000004_000019_leftImg8bit.png,jena_000004_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000004_000019_leftImg8bit_foggy_beta_0.02.png
260,1463,1463,strasbourg_000001_005666_leftImg8bit.png,strasbourg_000001_005666_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_005666_leftImg8bit_foggy_beta_0.02.png
261,1464,1464,bremen_000199_000019_leftImg8bit.png,bremen_000199_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000199_000019_leftImg8bit_foggy_beta_0.02.png
262,1472,1472,hamburg_000000_045908_leftImg8bit.png,hamburg_000000_045908_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_045908_leftImg8bit_foggy_beta_0.02.png
263,1474,1474,strasbourg_000001_018155_leftImg8bit.png,strasbourg_000001_018155_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_018155_leftImg8bit_foggy_beta_0.02.png
264,1477,1477,strasbourg_000001_017844_leftImg8bit.png,strasbourg_000001_017844_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_017844_leftImg8bit_foggy_beta_0.02.png
265,1486,1486,strasbourg_000001_059914_leftImg8bit.png,strasbourg_000001_059914_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_059914_leftImg8bit_foggy_beta_0.02.png
266,1491,1491,strasbourg_000000_035713_leftImg8bit.png,strasbourg_000000_035713_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_035713_leftImg8bit_foggy_beta_0.02.png
267,1496,1496,dusseldorf_000179_000019_leftImg8bit.png,dusseldorf_000179_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000179_000019_leftImg8bit_foggy_beta_0.02.png
268,1501,1501,stuttgart_000091_000019_leftImg8bit.png,stuttgart_000091_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000091_000019_leftImg8bit_foggy_beta_0.02.png
269,1504,1504,strasbourg_000001_040761_leftImg8bit.png,strasbourg_000001_040761_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_040761_leftImg8bit_foggy_beta_0.02.png
270,1507,1507,cologne_000151_000019_leftImg8bit.png,cologne_000151_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000151_000019_leftImg8bit_foggy_beta_0.02.png
271,1517,1517,darmstadt_000080_000019_leftImg8bit.png,darmstadt_000080_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000080_000019_leftImg8bit_foggy_beta_0.02.png
272,1528,1528,hamburg_000000_105464_leftImg8bit.png,hamburg_000000_105464_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_105464_leftImg8bit_foggy_beta_0.02.png
273,1532,1532,jena_000059_000019_leftImg8bit.png,jena_000059_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000059_000019_leftImg8bit_foggy_beta_0.02.png
274,1533,1533,strasbourg_000000_018358_leftImg8bit.png,strasbourg_000000_018358_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_018358_leftImg8bit_foggy_beta_0.02.png
