,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
400,2325,2325,aachen_000109_000019_leftImg8bit.png,aachen_000109_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000109_000019_leftImg8bit_foggy_beta_0.02.png
401,2334,2334,stuttgart_000024_000019_leftImg8bit.png,stuttgart_000024_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000024_000019_leftImg8bit_foggy_beta_0.02.png
402,2335,2335,erfurt_000002_000019_leftImg8bit.png,erfurt_000002_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000002_000019_leftImg8bit_foggy_beta_0.02.png
403,2338,2338,bremen_000182_000019_leftImg8bit.png,bremen_000182_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000182_000019_leftImg8bit_foggy_beta_0.02.png
404,2345,2345,tubingen_000063_000019_leftImg8bit.png,tubingen_000063_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000063_000019_leftImg8bit_foggy_beta_0.02.png
405,2346,2346,strasbourg_000001_036937_leftImg8bit.png,strasbourg_000001_036937_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_036937_leftImg8bit_foggy_beta_0.02.png
406,2357,2357,zurich_000083_000019_leftImg8bit.png,zurich_000083_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000083_000019_leftImg8bit_foggy_beta_0.02.png
407,2360,2360,jena_000104_000019_leftImg8bit.png,jena_000104_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000104_000019_leftImg8bit_foggy_beta_0.02.png
408,2373,2373,weimar_000117_000019_leftImg8bit.png,weimar_000117_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000117_000019_leftImg8bit_foggy_beta_0.02.png
409,2378,2378,bremen_000171_000019_leftImg8bit.png,bremen_000171_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000171_000019_leftImg8bit_foggy_beta_0.02.png
410,2380,2380,erfurt_000078_000019_leftImg8bit.png,erfurt_000078_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000078_000019_leftImg8bit_foggy_beta_0.02.png
411,2395,2395,strasbourg_000001_004745_leftImg8bit.png,strasbourg_000001_004745_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_004745_leftImg8bit_foggy_beta_0.02.png
412,2397,2397,jena_000085_000019_leftImg8bit.png,jena_000085_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000085_000019_leftImg8bit_foggy_beta_0.02.png
413,2399,2399,erfurt_000011_000019_leftImg8bit.png,erfurt_000011_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000011_000019_leftImg8bit_foggy_beta_0.02.png
414,2400,2400,erfurt_000068_000019_leftImg8bit.png,erfurt_000068_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000068_000019_leftImg8bit_foggy_beta_0.02.png
415,2437,2437,hamburg_000000_056229_leftImg8bit.png,hamburg_000000_056229_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_056229_leftImg8bit_foggy_beta_0.02.png
416,2439,2439,aachen_000002_000019_leftImg8bit.png,aachen_000002_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000002_000019_leftImg8bit_foggy_beta_0.02.png
417,2451,2451,darmstadt_000036_000019_leftImg8bit.png,darmstadt_000036_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000036_000019_leftImg8bit_foggy_beta_0.02.png
418,2457,2457,strasbourg_000001_051574_leftImg8bit.png,strasbourg_000001_051574_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_051574_leftImg8bit_foggy_beta_0.02.png
419,2459,2459,zurich_000101_000019_leftImg8bit.png,zurich_000101_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000101_000019_leftImg8bit_foggy_beta_0.02.png
420,2471,2471,bremen_000192_000019_leftImg8bit.png,bremen_000192_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000192_000019_leftImg8bit_foggy_beta_0.02.png
421,2473,2473,aachen_000170_000019_leftImg8bit.png,aachen_000170_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000170_000019_leftImg8bit_foggy_beta_0.02.png
422,2481,2481,tubingen_000060_000019_leftImg8bit.png,tubingen_000060_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000060_000019_leftImg8bit_foggy_beta_0.02.png
423,2498,2498,krefeld_000000_035398_leftImg8bit.png,krefeld_000000_035398_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_035398_leftImg8bit_foggy_beta_0.02.png
424,2501,2501,hanover_000000_028460_leftImg8bit.png,hanover_000000_028460_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_028460_leftImg8bit_foggy_beta_0.02.png
