,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
150,877,877,bremen_000116_000019_leftImg8bit.png,bremen_000116_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000116_000019_leftImg8bit_foggy_beta_0.02.png
151,883,883,strasbourg_000001_010755_leftImg8bit.png,strasbourg_000001_010755_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_010755_leftImg8bit_foggy_beta_0.02.png
152,884,884,ulm_000071_000019_leftImg8bit.png,ulm_000071_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000071_000019_leftImg8bit_foggy_beta_0.02.png
153,885,885,weimar_000119_000019_leftImg8bit.png,weimar_000119_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000119_000019_leftImg8bit_foggy_beta_0.02.png
154,893,893,stuttgart_000050_000019_leftImg8bit.png,stuttgart_000050_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000050_000019_leftImg8bit_foggy_beta_0.02.png
155,902,902,hanover_000000_007780_leftImg8bit.png,hanover_000000_007780_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_007780_leftImg8bit_foggy_beta_0.02.png
156,914,914,strasbourg_000000_007441_leftImg8bit.png,strasbourg_000000_007441_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_007441_leftImg8bit_foggy_beta_0.02.png
157,915,915,monchengladbach_000000_002972_leftImg8bit.png,monchengladbach_000000_002972_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_002972_leftImg8bit_foggy_beta_0.02.png
158,925,925,hamburg_000000_070444_leftImg8bit.png,hamburg_000000_070444_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_070444_leftImg8bit_foggy_beta_0.02.png
159,927,927,dusseldorf_000122_000019_leftImg8bit.png,dusseldorf_000122_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000122_000019_leftImg8bit_foggy_beta_0.02.png
160,929,929,stuttgart_000043_000019_leftImg8bit.png,stuttgart_000043_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000043_000019_leftImg8bit_foggy_beta_0.02.png
161,939,939,jena_000001_000019_leftImg8bit.png,jena_000001_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000001_000019_leftImg8bit_foggy_beta_0.02.png
162,950,950,dusseldorf_000132_000019_leftImg8bit.png,dusseldorf_000132_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000132_000019_leftImg8bit_foggy_beta_0.02.png
163,959,959,jena_000109_000019_leftImg8bit.png,jena_000109_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000109_000019_leftImg8bit_foggy_beta_0.02.png
164,964,964,strasbourg_000001_016481_leftImg8bit.png,strasbourg_000001_016481_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_016481_leftImg8bit_foggy_beta_0.02.png
165,975,975,weimar_000012_000019_leftImg8bit.png,weimar_000012_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000012_000019_leftImg8bit_foggy_beta_0.02.png
166,976,976,darmstadt_000042_000019_leftImg8bit.png,darmstadt_000042_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000042_000019_leftImg8bit_foggy_beta_0.02.png
167,977,977,aachen_000096_000019_leftImg8bit.png,aachen_000096_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000096_000019_leftImg8bit_foggy_beta_0.02.png
168,978,978,bremen_000074_000019_leftImg8bit.png,bremen_000074_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000074_000019_leftImg8bit_foggy_beta_0.02.png
169,979,979,strasbourg_000001_002354_leftImg8bit.png,strasbourg_000001_002354_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_002354_leftImg8bit_foggy_beta_0.02.png
170,986,986,bremen_000106_000019_leftImg8bit.png,bremen_000106_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000106_000019_leftImg8bit_foggy_beta_0.02.png
171,998,998,dusseldorf_000121_000019_leftImg8bit.png,dusseldorf_000121_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000121_000019_leftImg8bit_foggy_beta_0.02.png
172,1012,1012,cologne_000109_000019_leftImg8bit.png,cologne_000109_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000109_000019_leftImg8bit_foggy_beta_0.02.png
173,1014,1014,tubingen_000014_000019_leftImg8bit.png,tubingen_000014_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000014_000019_leftImg8bit_foggy_beta_0.02.png
174,1020,1020,weimar_000068_000019_leftImg8bit.png,weimar_000068_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000068_000019_leftImg8bit_foggy_beta_0.02.png
