,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
50,333,333,strasbourg_000001_008771_leftImg8bit.png,strasbourg_000001_008771_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_008771_leftImg8bit_foggy_beta_0.02.png
51,339,339,strasbourg_000000_022489_leftImg8bit.png,strasbourg_000000_022489_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_022489_leftImg8bit_foggy_beta_0.02.png
52,342,342,monchengladbach_000001_002353_leftImg8bit.png,monchengladbach_000001_002353_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000001_002353_leftImg8bit_foggy_beta_0.02.png
53,361,361,zurich_000028_000019_leftImg8bit.png,zurich_000028_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000028_000019_leftImg8bit_foggy_beta_0.02.png
54,364,364,tubingen_000041_000019_leftImg8bit.png,tubingen_000041_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000041_000019_leftImg8bit_foggy_beta_0.02.png
55,391,391,aachen_000099_000019_leftImg8bit.png,aachen_000099_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000099_000019_leftImg8bit_foggy_beta_0.02.png
56,399,399,weimar_000074_000019_leftImg8bit.png,weimar_000074_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000074_000019_leftImg8bit_foggy_beta_0.02.png
57,400,400,tubingen_000008_000019_leftImg8bit.png,tubingen_000008_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000008_000019_leftImg8bit_foggy_beta_0.02.png
58,403,403,hamburg_000000_076392_leftImg8bit.png,hamburg_000000_076392_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_076392_leftImg8bit_foggy_beta_0.02.png
59,405,405,bremen_000012_000019_leftImg8bit.png,bremen_000012_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000012_000019_leftImg8bit_foggy_beta_0.02.png
60,412,412,strasbourg_000001_007524_leftImg8bit.png,strasbourg_000001_007524_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_007524_leftImg8bit_foggy_beta_0.02.png
61,425,425,dusseldorf_000204_000019_leftImg8bit.png,dusseldorf_000204_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000204_000019_leftImg8bit_foggy_beta_0.02.png
62,444,444,stuttgart_000147_000019_leftImg8bit.png,stuttgart_000147_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000147_000019_leftImg8bit_foggy_beta_0.02.png
63,447,447,dusseldorf_000026_000019_leftImg8bit.png,dusseldorf_000026_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000026_000019_leftImg8bit_foggy_beta_0.02.png
64,454,454,hanover_000000_009420_leftImg8bit.png,hanover_000000_009420_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_009420_leftImg8bit_foggy_beta_0.02.png
65,456,456,bremen_000001_000019_leftImg8bit.png,bremen_000001_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000001_000019_leftImg8bit_foggy_beta_0.02.png
66,483,483,strasbourg_000001_007864_leftImg8bit.png,strasbourg_000001_007864_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_007864_leftImg8bit_foggy_beta_0.02.png
67,484,484,stuttgart_000026_000019_leftImg8bit.png,stuttgart_000026_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000026_000019_leftImg8bit_foggy_beta_0.02.png
68,485,485,dusseldorf_000147_000019_leftImg8bit.png,dusseldorf_000147_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000147_000019_leftImg8bit_foggy_beta_0.02.png
69,491,491,aachen_000162_000019_leftImg8bit.png,aachen_000162_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000162_000019_leftImg8bit_foggy_beta_0.02.png
70,496,496,weimar_000052_000019_leftImg8bit.png,weimar_000052_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000052_000019_leftImg8bit_foggy_beta_0.02.png
71,499,499,hanover_000000_042382_leftImg8bit.png,hanover_000000_042382_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_042382_leftImg8bit_foggy_beta_0.02.png
72,501,501,cologne_000133_000019_leftImg8bit.png,cologne_000133_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000133_000019_leftImg8bit_foggy_beta_0.02.png
73,504,504,aachen_000036_000019_leftImg8bit.png,aachen_000036_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000036_000019_leftImg8bit_foggy_beta_0.02.png
74,505,505,tubingen_000047_000019_leftImg8bit.png,tubingen_000047_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000047_000019_leftImg8bit_foggy_beta_0.02.png
