,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
350,1976,1976,strasbourg_000000_033062_leftImg8bit.png,strasbourg_000000_033062_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_033062_leftImg8bit_foggy_beta_0.02.png
351,1979,1979,jena_000035_000019_leftImg8bit.png,jena_000035_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000035_000019_leftImg8bit_foggy_beta_0.02.png
352,1987,1987,zurich_000020_000019_leftImg8bit.png,zurich_000020_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000020_000019_leftImg8bit_foggy_beta_0.02.png
353,1991,1991,dusseldorf_000094_000019_leftImg8bit.png,dusseldorf_000094_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000094_000019_leftImg8bit_foggy_beta_0.02.png
354,1997,1997,strasbourg_000001_005876_leftImg8bit.png,strasbourg_000001_005876_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_005876_leftImg8bit_foggy_beta_0.02.png
355,2012,2012,strasbourg_000001_049399_leftImg8bit.png,strasbourg_000001_049399_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_049399_leftImg8bit_foggy_beta_0.02.png
356,2019,2019,stuttgart_000094_000019_leftImg8bit.png,stuttgart_000094_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000094_000019_leftImg8bit_foggy_beta_0.02.png
357,2021,2021,jena_000026_000019_leftImg8bit.png,jena_000026_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000026_000019_leftImg8bit_foggy_beta_0.02.png
358,2030,2030,bremen_000292_000019_leftImg8bit.png,bremen_000292_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000292_000019_leftImg8bit_foggy_beta_0.02.png
359,2036,2036,aachen_000120_000019_leftImg8bit.png,aachen_000120_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000120_000019_leftImg8bit_foggy_beta_0.02.png
360,2039,2039,cologne_000025_000019_leftImg8bit.png,cologne_000025_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000025_000019_leftImg8bit_foggy_beta_0.02.png
361,2050,2050,strasbourg_000000_014066_leftImg8bit.png,strasbourg_000000_014066_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_014066_leftImg8bit_foggy_beta_0.02.png
362,2051,2051,hanover_000000_055800_leftImg8bit.png,hanover_000000_055800_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_055800_leftImg8bit_foggy_beta_0.02.png
363,2059,2059,darmstadt_000075_000019_leftImg8bit.png,darmstadt_000075_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000075_000019_leftImg8bit_foggy_beta_0.02.png
364,2061,2061,krefeld_000000_000442_leftImg8bit.png,krefeld_000000_000442_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_000442_leftImg8bit_foggy_beta_0.02.png
365,2063,2063,dusseldorf_000064_000019_leftImg8bit.png,dusseldorf_000064_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000064_000019_leftImg8bit_foggy_beta_0.02.png
366,2065,2065,hanover_000000_013094_leftImg8bit.png,hanover_000000_013094_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_013094_leftImg8bit_foggy_beta_0.02.png
367,2074,2074,strasbourg_000001_024701_leftImg8bit.png,strasbourg_000001_024701_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_024701_leftImg8bit_foggy_beta_0.02.png
368,2085,2085,bremen_000261_000019_leftImg8bit.png,bremen_000261_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000261_000019_leftImg8bit_foggy_beta_0.02.png
369,2091,2091,cologne_000036_000019_leftImg8bit.png,cologne_000036_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000036_000019_leftImg8bit_foggy_beta_0.02.png
370,2095,2095,bochum_000000_035958_leftImg8bit.png,bochum_000000_035958_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_035958_leftImg8bit_foggy_beta_0.02.png
371,2096,2096,dusseldorf_000097_000019_leftImg8bit.png,dusseldorf_000097_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000097_000019_leftImg8bit_foggy_beta_0.02.png
372,2097,2097,darmstadt_000066_000019_leftImg8bit.png,darmstadt_000066_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000066_000019_leftImg8bit_foggy_beta_0.02.png
373,2111,2111,bochum_000000_025746_leftImg8bit.png,bochum_000000_025746_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_025746_leftImg8bit_foggy_beta_0.02.png
374,2123,2123,dusseldorf_000123_000019_leftImg8bit.png,dusseldorf_000123_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000123_000019_leftImg8bit_foggy_beta_0.02.png
