,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
450,2706,2706,cologne_000055_000019_leftImg8bit.png,cologne_000055_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000055_000019_leftImg8bit_foggy_beta_0.02.png
451,2711,2711,bremen_000202_000019_leftImg8bit.png,bremen_000202_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000202_000019_leftImg8bit_foggy_beta_0.02.png
452,2715,2715,aachen_000139_000019_leftImg8bit.png,aachen_000139_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000139_000019_leftImg8bit_foggy_beta_0.02.png
453,2718,2718,hanover_000000_005970_leftImg8bit.png,hanover_000000_005970_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_005970_leftImg8bit_foggy_beta_0.02.png
454,2723,2723,weimar_000055_000019_leftImg8bit.png,weimar_000055_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000055_000019_leftImg8bit_foggy_beta_0.02.png
455,2726,2726,stuttgart_000195_000019_leftImg8bit.png,stuttgart_000195_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000195_000019_leftImg8bit_foggy_beta_0.02.png
456,2737,2737,strasbourg_000001_039231_leftImg8bit.png,strasbourg_000001_039231_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_039231_leftImg8bit_foggy_beta_0.02.png
457,2738,2738,tubingen_000040_000019_leftImg8bit.png,tubingen_000040_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000040_000019_leftImg8bit_foggy_beta_0.02.png
458,2740,2740,monchengladbach_000000_018294_leftImg8bit.png,monchengladbach_000000_018294_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_018294_leftImg8bit_foggy_beta_0.02.png
459,2743,2743,ulm_000026_000019_leftImg8bit.png,ulm_000026_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000026_000019_leftImg8bit_foggy_beta_0.02.png
460,2747,2747,dusseldorf_000166_000019_leftImg8bit.png,dusseldorf_000166_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000166_000019_leftImg8bit_foggy_beta_0.02.png
461,2750,2750,bremen_000211_000019_leftImg8bit.png,bremen_000211_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000211_000019_leftImg8bit_foggy_beta_0.02.png
462,2752,2752,hamburg_000000_019760_leftImg8bit.png,hamburg_000000_019760_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_019760_leftImg8bit_foggy_beta_0.02.png
463,2756,2756,bremen_000298_000019_leftImg8bit.png,bremen_000298_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000298_000019_leftImg8bit_foggy_beta_0.02.png
464,2759,2759,bremen_000141_000019_leftImg8bit.png,bremen_000141_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000141_000019_leftImg8bit_foggy_beta_0.02.png
465,2762,2762,darmstadt_000016_000019_leftImg8bit.png,darmstadt_000016_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000016_000019_leftImg8bit_foggy_beta_0.02.png
466,2765,2765,zurich_000053_000019_leftImg8bit.png,zurich_000053_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000053_000019_leftImg8bit_foggy_beta_0.02.png
467,2782,2782,krefeld_000000_032614_leftImg8bit.png,krefeld_000000_032614_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_032614_leftImg8bit_foggy_beta_0.02.png
468,2785,2785,weimar_000056_000019_leftImg8bit.png,weimar_000056_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000056_000019_leftImg8bit_foggy_beta_0.02.png
469,2816,2816,dusseldorf_000196_000019_leftImg8bit.png,dusseldorf_000196_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000196_000019_leftImg8bit_foggy_beta_0.02.png
470,2818,2818,strasbourg_000000_025491_leftImg8bit.png,strasbourg_000000_025491_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_025491_leftImg8bit_foggy_beta_0.02.png
471,2819,2819,krefeld_000000_017342_leftImg8bit.png,krefeld_000000_017342_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_017342_leftImg8bit_foggy_beta_0.02.png
472,2829,2829,zurich_000050_000019_leftImg8bit.png,zurich_000050_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000050_000019_leftImg8bit_foggy_beta_0.02.png
473,2830,2830,hamburg_000000_097086_leftImg8bit.png,hamburg_000000_097086_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_097086_leftImg8bit_foggy_beta_0.02.png
474,2840,2840,dusseldorf_000004_000019_leftImg8bit.png,dusseldorf_000004_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000004_000019_leftImg8bit_foggy_beta_0.02.png
