,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
425,2514,2514,aachen_000145_000019_leftImg8bit.png,aachen_000145_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000145_000019_leftImg8bit_foggy_beta_0.02.png
426,2526,2526,jena_000053_000019_leftImg8bit.png,jena_000053_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000053_000019_leftImg8bit_foggy_beta_0.02.png
427,2529,2529,dusseldorf_000180_000019_leftImg8bit.png,dusseldorf_000180_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000180_000019_leftImg8bit_foggy_beta_0.02.png
428,2556,2556,tubingen_000127_000019_leftImg8bit.png,tubingen_000127_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000127_000019_leftImg8bit_foggy_beta_0.02.png
429,2557,2557,aachen_000156_000019_leftImg8bit.png,aachen_000156_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000156_000019_leftImg8bit_foggy_beta_0.02.png
430,2559,2559,ulm_000033_000019_leftImg8bit.png,ulm_000033_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000033_000019_leftImg8bit_foggy_beta_0.02.png
431,2564,2564,strasbourg_000000_030706_leftImg8bit.png,strasbourg_000000_030706_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000000_030706_leftImg8bit_foggy_beta_0.02.png
432,2584,2584,strasbourg_000001_058954_leftImg8bit.png,strasbourg_000001_058954_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_058954_leftImg8bit_foggy_beta_0.02.png
433,2585,2585,monchengladbach_000000_029526_leftImg8bit.png,monchengladbach_000000_029526_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_029526_leftImg8bit_foggy_beta_0.02.png
434,2592,2592,krefeld_000000_032845_leftImg8bit.png,krefeld_000000_032845_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_032845_leftImg8bit_foggy_beta_0.02.png
435,2599,2599,bremen_000224_000019_leftImg8bit.png,bremen_000224_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000224_000019_leftImg8bit_foggy_beta_0.02.png
436,2616,2616,bremen_000194_000019_leftImg8bit.png,bremen_000194_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000194_000019_leftImg8bit_foggy_beta_0.02.png
437,2628,2628,tubingen_000086_000019_leftImg8bit.png,tubingen_000086_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000086_000019_leftImg8bit_foggy_beta_0.02.png
438,2639,2639,hanover_000000_029455_leftImg8bit.png,hanover_000000_029455_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_029455_leftImg8bit_foggy_beta_0.02.png
439,2641,2641,zurich_000114_000019_leftImg8bit.png,zurich_000114_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000114_000019_leftImg8bit_foggy_beta_0.02.png
440,2642,2642,ulm_000069_000019_leftImg8bit.png,ulm_000069_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000069_000019_leftImg8bit_foggy_beta_0.02.png
441,2645,2645,hamburg_000000_036003_leftImg8bit.png,hamburg_000000_036003_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_036003_leftImg8bit_foggy_beta_0.02.png
442,2657,2657,bremen_000187_000019_leftImg8bit.png,bremen_000187_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000187_000019_leftImg8bit_foggy_beta_0.02.png
443,2661,2661,hamburg_000000_098862_leftImg8bit.png,hamburg_000000_098862_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_098862_leftImg8bit_foggy_beta_0.02.png
444,2666,2666,cologne_000009_000019_leftImg8bit.png,cologne_000009_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000009_000019_leftImg8bit_foggy_beta_0.02.png
445,2677,2677,stuttgart_000140_000019_leftImg8bit.png,stuttgart_000140_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000140_000019_leftImg8bit_foggy_beta_0.02.png
446,2688,2688,jena_000112_000019_leftImg8bit.png,jena_000112_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000112_000019_leftImg8bit_foggy_beta_0.02.png
447,2693,2693,cologne_000101_000019_leftImg8bit.png,cologne_000101_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000101_000019_leftImg8bit_foggy_beta_0.02.png
448,2697,2697,tubingen_000095_000019_leftImg8bit.png,tubingen_000095_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000095_000019_leftImg8bit_foggy_beta_0.02.png
449,2702,2702,tubingen_000121_000019_leftImg8bit.png,tubingen_000121_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000121_000019_leftImg8bit_foggy_beta_0.02.png
