,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
325,1842,1842,hanover_000000_023881_leftImg8bit.png,hanover_000000_023881_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_023881_leftImg8bit_foggy_beta_0.02.png
326,1844,1844,darmstadt_000039_000019_leftImg8bit.png,darmstadt_000039_000019_leftImg8bit_foggy_beta_0.02.txt,darmstadt_000039_000019_leftImg8bit_foggy_beta_0.02.png
327,1850,1850,monchengladbach_000000_012376_leftImg8bit.png,monchengladbach_000000_012376_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_012376_leftImg8bit_foggy_beta_0.02.png
328,1851,1851,weimar_000089_000019_leftImg8bit.png,weimar_000089_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000089_000019_leftImg8bit_foggy_beta_0.02.png
329,1858,1858,strasbourg_000001_022560_leftImg8bit.png,strasbourg_000001_022560_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_022560_leftImg8bit_foggy_beta_0.02.png
330,1863,1863,dusseldorf_000149_000019_leftImg8bit.png,dusseldorf_000149_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000149_000019_leftImg8bit_foggy_beta_0.02.png
331,1868,1868,bochum_000000_007150_leftImg8bit.png,bochum_000000_007150_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_007150_leftImg8bit_foggy_beta_0.02.png
332,1876,1876,strasbourg_000001_064393_leftImg8bit.png,strasbourg_000001_064393_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_064393_leftImg8bit_foggy_beta_0.02.png
333,1879,1879,cologne_000069_000019_leftImg8bit.png,cologne_000069_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000069_000019_leftImg8bit_foggy_beta_0.02.png
334,1886,1886,aachen_000105_000019_leftImg8bit.png,aachen_000105_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000105_000019_leftImg8bit_foggy_beta_0.02.png
335,1890,1890,hanover_000000_057710_leftImg8bit.png,hanover_000000_057710_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_057710_leftImg8bit_foggy_beta_0.02.png
336,1893,1893,strasbourg_000001_031582_leftImg8bit.png,strasbourg_000001_031582_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_031582_leftImg8bit_foggy_beta_0.02.png
337,1913,1913,jena_000000_000019_leftImg8bit.png,jena_000000_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000000_000019_leftImg8bit_foggy_beta_0.02.png
338,1917,1917,cologne_000013_000019_leftImg8bit.png,cologne_000013_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000013_000019_leftImg8bit_foggy_beta_0.02.png
339,1920,1920,monchengladbach_000000_023052_leftImg8bit.png,monchengladbach_000000_023052_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_023052_leftImg8bit_foggy_beta_0.02.png
340,1921,1921,hamburg_000000_061790_leftImg8bit.png,hamburg_000000_061790_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_061790_leftImg8bit_foggy_beta_0.02.png
341,1923,1923,strasbourg_000001_049977_leftImg8bit.png,strasbourg_000001_049977_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_049977_leftImg8bit_foggy_beta_0.02.png
342,1926,1926,jena_000089_000019_leftImg8bit.png,jena_000089_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000089_000019_leftImg8bit_foggy_beta_0.02.png
343,1942,1942,zurich_000033_000019_leftImg8bit.png,zurich_000033_000019_leftImg8bit_foggy_beta_0.02.txt,zurich_000033_000019_leftImg8bit_foggy_beta_0.02.png
344,1950,1950,bremen_000029_000019_leftImg8bit.png,bremen_000029_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000029_000019_leftImg8bit_foggy_beta_0.02.png
345,1956,1956,aachen_000042_000019_leftImg8bit.png,aachen_000042_000019_leftImg8bit_foggy_beta_0.02.txt,aachen_000042_000019_leftImg8bit_foggy_beta_0.02.png
346,1959,1959,krefeld_000000_001566_leftImg8bit.png,krefeld_000000_001566_leftImg8bit_foggy_beta_0.02.txt,krefeld_000000_001566_leftImg8bit_foggy_beta_0.02.png
347,1969,1969,cologne_000026_000019_leftImg8bit.png,cologne_000026_000019_leftImg8bit_foggy_beta_0.02.txt,cologne_000026_000019_leftImg8bit_foggy_beta_0.02.png
348,1972,1972,erfurt_000028_000019_leftImg8bit.png,erfurt_000028_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000028_000019_leftImg8bit_foggy_beta_0.02.png
349,1974,1974,stuttgart_000087_000019_leftImg8bit.png,stuttgart_000087_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000087_000019_leftImg8bit_foggy_beta_0.02.png
