,Unnamed: 0.1,Unnamed: 0,src_image,annotation,foggy_image
75,506,506,dusseldorf_000013_000019_leftImg8bit.png,dusseldorf_000013_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000013_000019_leftImg8bit_foggy_beta_0.02.png
76,513,513,hamburg_000000_099902_leftImg8bit.png,hamburg_000000_099902_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_099902_leftImg8bit_foggy_beta_0.02.png
77,518,518,bremen_000205_000019_leftImg8bit.png,bremen_000205_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000205_000019_leftImg8bit_foggy_beta_0.02.png
78,520,520,weimar_000133_000019_leftImg8bit.png,weimar_000133_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000133_000019_leftImg8bit_foggy_beta_0.02.png
79,538,538,stuttgart_000161_000019_leftImg8bit.png,stuttgart_000161_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000161_000019_leftImg8bit_foggy_beta_0.02.png
80,557,557,tubingen_000135_000019_leftImg8bit.png,tubingen_000135_000019_leftImg8bit_foggy_beta_0.02.txt,tubingen_000135_000019_leftImg8bit_foggy_beta_0.02.png
81,563,563,stuttgart_000069_000019_leftImg8bit.png,stuttgart_000069_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000069_000019_leftImg8bit_foggy_beta_0.02.png
82,566,566,dusseldorf_000108_000019_leftImg8bit.png,dusseldorf_000108_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000108_000019_leftImg8bit_foggy_beta_0.02.png
83,576,576,monchengladbach_000000_011383_leftImg8bit.png,monchengladbach_000000_011383_leftImg8bit_foggy_beta_0.02.txt,monchengladbach_000000_011383_leftImg8bit_foggy_beta_0.02.png
84,579,579,dusseldorf_000171_000019_leftImg8bit.png,dusseldorf_000171_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000171_000019_leftImg8bit_foggy_beta_0.02.png
85,583,583,erfurt_000036_000019_leftImg8bit.png,erfurt_000036_000019_leftImg8bit_foggy_beta_0.02.txt,erfurt_000036_000019_leftImg8bit_foggy_beta_0.02.png
86,586,586,weimar_000130_000019_leftImg8bit.png,weimar_000130_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000130_000019_leftImg8bit_foggy_beta_0.02.png
87,587,587,ulm_000058_000019_leftImg8bit.png,ulm_000058_000019_leftImg8bit_foggy_beta_0.02.txt,ulm_000058_000019_leftImg8bit_foggy_beta_0.02.png
88,594,594,hamburg_000000_064825_leftImg8bit.png,hamburg_000000_064825_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_064825_leftImg8bit_foggy_beta_0.02.png
89,600,600,hamburg_000000_074139_leftImg8bit.png,hamburg_000000_074139_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_074139_leftImg8bit_foggy_beta_0.02.png
90,603,603,weimar_000051_000019_leftImg8bit.png,weimar_000051_000019_leftImg8bit_foggy_beta_0.02.txt,weimar_000051_000019_leftImg8bit_foggy_beta_0.02.png
91,607,607,strasbourg_000001_047955_leftImg8bit.png,strasbourg_000001_047955_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_047955_leftImg8bit_foggy_beta_0.02.png
92,615,615,bochum_000000_015321_leftImg8bit.png,bochum_000000_015321_leftImg8bit_foggy_beta_0.02.txt,bochum_000000_015321_leftImg8bit_foggy_beta_0.02.png
93,617,617,hamburg_000000_036427_leftImg8bit.png,hamburg_000000_036427_leftImg8bit_foggy_beta_0.02.txt,hamburg_000000_036427_leftImg8bit_foggy_beta_0.02.png
94,623,623,hanover_000000_041493_leftImg8bit.png,hanover_000000_041493_leftImg8bit_foggy_beta_0.02.txt,hanover_000000_041493_leftImg8bit_foggy_beta_0.02.png
95,626,626,dusseldorf_000162_000019_leftImg8bit.png,dusseldorf_000162_000019_leftImg8bit_foggy_beta_0.02.txt,dusseldorf_000162_000019_leftImg8bit_foggy_beta_0.02.png
96,628,628,stuttgart_000003_000019_leftImg8bit.png,stuttgart_000003_000019_leftImg8bit_foggy_beta_0.02.txt,stuttgart_000003_000019_leftImg8bit_foggy_beta_0.02.png
97,635,635,strasbourg_000001_022363_leftImg8bit.png,strasbourg_000001_022363_leftImg8bit_foggy_beta_0.02.txt,strasbourg_000001_022363_leftImg8bit_foggy_beta_0.02.png
98,636,636,jena_000038_000019_leftImg8bit.png,jena_000038_000019_leftImg8bit_foggy_beta_0.02.txt,jena_000038_000019_leftImg8bit_foggy_beta_0.02.png
99,639,639,bremen_000145_000019_leftImg8bit.png,bremen_000145_000019_leftImg8bit_foggy_beta_0.02.txt,bremen_000145_000019_leftImg8bit_foggy_beta_0.02.png
